	
-0.495	247.771
-0.485	237.765
-0.475	243.969
-0.465	233.608
-0.455	211.582
-0.445	212.427
-0.435	199.119
-0.425	189.565
-0.415	189.604
-0.405	187.624
-0.395	167.672
-0.385	135.270
-0.375	128.136
-0.365	128.098
-0.355	118.350
-0.345	118.930
-0.335	119.853
-0.325	119.847
-0.315	111.081
-0.305	110.525
-0.295	108.903
-0.285	108.855
-0.275	108.222
-0.265	117.594
-0.255	105.182
-0.245	103.665
-0.235	105.442
-0.225	106.553
-0.215	107.393
-0.205	106.444
-0.195	96.857
-0.185	105.701
-0.175	115.067
-0.165	107.409
-0.155	115.608
-0.145	123.944
-0.135	112.103
-0.125	121.513
-0.115	121.462
-0.105	121.046
-0.095	121.205
-0.085	121.170
-0.075	129.765
-0.065	130.360
-0.055	122.377
-0.045	133.058
-0.035	135.557
-0.025	135.296
-0.015	177.255
-0.005	224.637
0.005	246.481
0.015	267.619
0.025	268.150
0.035	267.188
0.045	267.167
0.055	264.139
0.065	265.648
0.075	231.639
0.085	215.074
0.095	170.254
0.105	147.960
0.115	146.374
0.125	119.145
0.135	120.413
0.145	130.144
0.155	118.32
0.165	129.334
0.175	122.482
0.185	132.603
0.195	126.524
0.205	138.716
0.215	137.145
0.225	149.397
0.235	140.872
0.245	150.185
0.255	137.651
0.265	134.655
0.275	132.124
0.285	129.14
0.295	139.234
0.305	137.353
0.315	133.977
0.325	132.927
0.335	142.646
0.345	153.098
0.355	151.222
0.365	149.494
0.375	149.661
0.385	159.723
0.395	160.97
0.405	179.413
0.415	169.649
0.425	177.499
0.435	178.766
0.445	190.535
0.455	183.168
0.465	194.819
0.475	184.777
0.485	173.749
0.495	145.583